0.98	6.0272
0.982	6.0352
0.984	6.0497
0.986	6.0696
0.988	6.0947
0.99	6.1236
0.992	6.156
0.994	6.1914
0.996	6.229
0.998	6.2595
1	6.2845
1.002	6.3043
1.004	6.319
1.006	6.329
1.008	6.3341
1.01	6.3341
1.012	6.3296
1.014	6.3208
1.016	6.3077
1.018	6.2898
1.02	6.2676
1.022	6.241
1.024	6.2111
1.026	6.1779
1.028	6.1413
1.03	6.1016
1.032	6.0587
1.034	6.0135
1.036	5.9659
1.038	5.9161
1.04	5.8641
1.042	5.81
1.044	5.7534
1.046	5.6953
1.048	5.6362
1.05	5.5751
1.052	5.5125
1.054	5.4487
1.056	5.383
1.058	5.3155
1.06	5.2467
1.062	5.1761
1.064	5.1027
1.066	5.0272
1.068	4.9493
1.07	4.8712
1.072	4.7944
1.074	4.7194
1.076	4.6468
1.078	4.5771
1.08	4.511
1.082	4.4493
1.084	4.3917
1.086	4.3345
1.088	4.2739
1.09	4.2077
1.092	4.1341
1.094	4.0523
1.096	3.9625
1.098	3.8653
1.1	3.7607
1.102	3.6516
1.104	3.5407
1.106	3.4318
1.108	3.3261
1.11	3.225
1.112	3.128
1.114	3.0342
1.116	2.9442
1.118	2.857
1.12	2.7727
1.122	2.6892
1.124	2.6077
1.126	2.5276
1.128	2.4489
1.13	2.3715
1.132	2.2946
1.134	2.218
1.136	2.1417
1.138	2.0662
1.14	1.9902
1.142	1.9136
1.144	1.836
1.146	1.7574
1.148	1.6775
1.15	1.5964
1.152	1.5134
1.154	1.4288
1.156	1.3434
1.158	1.2579
1.16	1.1734
1.162	1.0906
1.164	1.0104
1.166	0.9328
1.168	0.858
1.17	0.7861
1.172	0.7175
1.174	0.6533
1.176	0.5948
1.178	0.5427
1.18	0.4976
1.182	0.4601
1.184	0.4302
1.186	0.4079
1.188	0.3923
1.19	0.3814
1.192	0.3736
1.194	0.3674
1.196	0.3622
1.198	0.3576
1.2	0.3535
1.202	0.3499
1.204	0.3466
1.206	0.3436
1.208	0.341
1.21	0.3386
1.212	0.3365
1.214	0.3346
1.216	0.333
1.218	0.3314
1.22	0.3299
1.222	0.3286
1.224	0.3275
1.226	0.3264
